timestamp,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,LR
2025-09-27T02:51:55.553,0.011346861720085144,0.06389600038528442,-0.05068528652191162,0.014690074138343334,-0.1941971778869629,-0.403387188911438,L
2025-09-27T02:51:55.574,-0.0038820207118988037,0.04231458902359009,-0.07695567607879639,0.09944628924131393,-0.3727899491786957,-0.34438392519950867,L
2025-09-27T02:51:55.589,-0.0038820207118988037,0.04231458902359009,-0.07695567607879639,0.09944628924131393,-0.3727899491786957,-0.34438392519950867,L
2025-09-27T02:51:55.607,-0.013265535235404968,0.04432767629623413,-0.10732269287109375,0.22039896249771118,-0.5383049249649048,-0.30538210272789,L
2025-09-27T02:51:55.623,-0.013265535235404968,0.04432767629623413,-0.10732269287109375,0.22039896249771118,-0.5383049249649048,-0.30538210272789,L
2025-09-27T02:51:55.638,-0.017013773322105408,0.046630918979644775,-0.10147309303283691,0.2253963202238083,-0.38395968079566956,-0.2756659984588623,L
2025-09-27T02:51:55.657,-0.011452347040176392,0.04850900173187256,-0.09247350692749023,0.21240514516830444,-0.31458887457847595,-0.2537252902984619,L
2025-09-27T02:51:55.670,-0.0026778578758239746,0.04566538333892822,-0.06125080585479736,0.21614597737789154,-0.2961300015449524,-0.23818150162696838,L
2025-09-27T02:51:55.689,-0.003232598304748535,0.0416715145111084,-0.03486102819442749,0.19148693978786469,-0.36126628518104553,-0.23532502353191376,L
2025-09-27T02:51:55.707,-0.003232598304748535,0.0416715145111084,-0.03486102819442749,0.19148693978786469,-0.36126628518104553,-0.23532502353191376,L
2025-09-27T02:51:55.723,-0.006818130612373352,0.02745687961578369,-0.031277358531951904,0.03890138491988182,-0.42275097966194153,-0.2961444854736328,L
2025-09-27T02:51:55.740,-0.006818130612373352,0.02745687961578369,-0.031277358531951904,0.03890138491988182,-0.42275097966194153,-0.2961444854736328,L
2025-09-27T02:51:55.757,0.0013092607259750366,0.033826589584350586,-0.04215192794799805,0.023214735090732574,-0.347412645816803,-0.296845406293869,L
2025-09-27T02:51:55.773,0.015993818640708923,0.04442918300628662,-0.03129756450653076,0.0021748521830886602,-0.2956234812736511,-0.2771911919116974,L
2025-09-27T02:51:55.789,0.01110723614692688,0.0372198224067688,-0.020743131637573242,0.02306513488292694,-0.40753811597824097,-0.23203608393669128,L
2025-09-27T02:51:55.807,0.001278415322303772,0.03178507089614868,-0.02967381477355957,0.08028973639011383,-0.4877322018146515,-0.23967956006526947,L
2025-09-27T02:51:55.823,-0.015134796500205994,0.02057713270187378,-0.043063998222351074,0.1301954984664917,-0.5118633508682251,-0.2605133354663849,L
2025-09-27T02:51:55.840,-0.015635833144187927,0.02419990301132202,-0.04069387912750244,0.1417328417301178,-0.4876070022583008,-0.27523237466812134,L
2025-09-27T02:51:55.857,-0.021165162324905396,0.02991276979446411,-0.019786536693572998,0.10938987135887146,-0.4264228343963623,-0.27515241503715515,L
2025-09-27T02:51:55.870,-0.02206161618232727,0.03654235601425171,-0.011429309844970703,0.08021514862775803,-0.36841291189193726,-0.27161577343940735,L
2025-09-27T02:51:55.889,-0.0315067321062088,0.037267327308654785,0.009884178638458252,0.0695275366306305,-0.33113089203834534,-0.2750413417816162,L
2025-09-27T02:51:55.907,-0.03800611197948456,0.03819406032562256,0.021910369396209717,0.09138889610767365,-0.35832735896110535,-0.2968558371067047,L
2025-09-27T02:51:55.923,-0.03800611197948456,0.03819406032562256,0.021910369396209717,0.09138889610767365,-0.35832735896110535,-0.2968558371067047,L
2025-09-27T02:51:55.939,0.010818824172019958,0.05913710594177246,-0.05588030815124512,0.40787914395332336,-0.44720011949539185,-0.19364090263843536,L
2025-09-27T02:51:55.957,-0.013264790177345276,0.06856763362884521,-0.010461390018463135,0.5955951809883118,-0.2061292827129364,-0.05570651590824127,L
