t,Ax,Ay,Az,Label
2025-09-27T19:15:44.078,2.517000198364258,2.889000177383423,8.434050559997559,L
2025-09-27T19:15:44.079,2.5380001068115234,2.9070000648498535,8.329050064086914,L
2025-09-27T19:15:44.079,2.5420501232147217,2.9140501022338867,7.594950199127197,L
2025-09-27T19:15:44.079,2.533050060272217,2.9220001697540283,7.498950481414795,L
2025-09-27T19:15:44.096,2.5039501190185547,2.9290502071380615,7.384050369262695,L
2025-09-27T19:15:44.096,2.467050075531006,2.931000232696533,6.627000331878662,L
2025-09-27T19:15:44.096,2.419950008392334,2.9320502281188965,6.574950218200684,L
2025-09-27T19:15:44.096,2.3479502201080322,2.9290502071380615,6.516000270843506,L
2025-09-27T19:15:44.103,2.272050142288208,2.92995023727417,6.459000110626221,L
2025-09-27T19:15:44.103,2.187000036239624,2.931000232696533,6.4170002937316895,L
2025-09-27T19:15:44.138,2.1010501384735107,2.9280002117156982,6.394050121307373,L
2025-09-27T19:15:44.138,1.5040500164031982,2.91795015335083,6.391050338745117,L
2025-09-27T19:15:44.138,1.4770500659942627,2.8939502239227295,6.3949503898620605,L
2025-09-27T19:15:44.138,1.4410500526428223,2.871000051498413,6.421050071716309,L
2025-09-27T19:15:44.138,1.3900500535964966,2.842050075531006,6.4519500732421875,L
2025-09-27T19:15:44.138,1.3270500898361206,2.811000108718872,6.487050533294678,L
2025-09-27T19:15:44.148,1.2600001096725464,2.7769501209259033,6.532050132751465,L
2025-09-27T19:15:44.149,1.1770501136779785,2.7400500774383545,6.57705020904541,L
2025-09-27T19:15:44.309,1.0849500894546509,2.7079501152038574,6.631950378417969,L
2025-09-27T19:15:44.309,0.4410000145435333,2.682000160217285,6.694950103759766,L
2025-09-27T19:15:44.310,0.4069500267505646,2.6620500087738037,6.757050514221191,L
2025-09-27T19:15:44.310,0.36195001006126404,2.6539502143859863,6.826050281524658,L
2025-09-27T19:15:44.310,0.30705001950263977,2.6539502143859863,6.904950141906738,L
2025-09-27T19:15:44.310,0.25005000829696655,2.6700000762939453,7.513050556182861,L
2025-09-27T19:15:44.310,0.1879500150680542,2.6950502395629883,7.564050197601318,L
2025-09-27T19:15:44.310,0.12405000627040863,2.7300000190734863,7.630050182342529,L
2025-09-27T19:15:44.310,0.06105000153183937,2.7709500789642334,7.705050468444824,L
2025-09-27T19:15:44.310,-0.004950000438839197,2.8090500831604004,7.785000324249268,L
2025-09-27T19:15:44.310,-0.06405000388622284,2.851950168609619,7.867950439453125,L
2025-09-27T19:15:44.310,-0.11805000901222229,2.889000177383423,7.942050457000732,L
2025-09-27T19:15:44.310,-0.16500000655651093,2.9250001907348633,8.0110502243042,L
2025-09-27T19:15:44.310,-0.2160000056028366,2.9670002460479736,8.059950828552246,L
2025-09-27T19:15:44.310,-0.27000001072883606,3.0049500465393066,8.088000297546387,L
2025-09-27T19:15:44.310,-0.3150000274181366,3.0490500926971436,8.098050117492676,L
2025-09-27T19:15:44.310,-0.3559500277042389,3.0979502201080322,8.086950302124023,L
2025-09-27T19:15:44.310,-0.3949500322341919,3.1459500789642334,8.064000129699707,L
2025-09-27T19:15:44.310,-0.42195001244544983,3.1969501972198486,8.032050132751465,L
2025-09-27T19:15:44.310,-0.4519500136375427,3.241950035095215,7.9960503578186035,L
2025-09-27T19:15:44.310,-0.46695002913475037,3.2950501441955566,7.969950199127197,L
2025-09-27T19:15:44.310,-0.4710000157356262,3.3420002460479736,7.951950550079346,L
2025-09-27T19:15:44.310,-0.46905001997947693,3.38700008392334,7.945050239562988,L
2025-09-27T19:15:44.310,-0.45795002579689026,3.43500018119812,7.959000587463379,L
2025-09-27T19:15:44.310,-0.44505003094673157,3.475950241088867,7.987950325012207,L
2025-09-27T19:15:44.311,-0.42600002884864807,3.5239500999450684,8.032050132751465,L
2025-09-27T19:15:44.311,-0.4050000309944153,3.5749502182006836,8.086950302124023,L
2025-09-27T19:15:44.311,-0.3850500285625458,3.6259500980377197,8.152950286865234,L
2025-09-27T19:15:44.316,-0.364950031042099,3.681000232696533,8.22195053100586,L
2025-09-27T19:15:44.316,-0.34995001554489136,3.727950096130371,8.292000770568848,L
2025-09-27T19:15:44.316,-0.3349500298500061,3.778050184249878,8.377050399780273,L
2025-09-27T19:15:44.316,-0.3240000009536743,3.8310000896453857,8.467950820922852,L
2025-09-27T19:15:44.316,-0.3240000009536743,3.8830502033233643,9.091050148010254,L
2025-09-27T19:15:44.316,-0.32805001735687256,3.934950113296509,9.112950325012207,L
2025-09-27T19:15:44.339,-0.3439500033855438,3.9760501384735107,9.133950233459473,L
2025-09-27T19:15:44.339,-0.3730500042438507,4.012050151824951,9.157050132751465,L
2025-09-27T19:15:44.340,-0.4120500087738037,4.045950412750244,9.178950309753418,L
2025-09-27T19:15:44.340,-0.4650000333786011,4.078050136566162,9.204000473022461,L
2025-09-27T19:15:44.346,-0.5290500521659851,4.102950096130371,9.235050201416016,L
2025-09-27T19:15:44.346,-0.5959500074386597,4.123050212860107,9.267000198364258,L
2025-09-27T19:15:44.425,-0.6529500484466553,4.1449503898620605,9.307050704956055,L
2025-09-27T19:15:44.426,-0.7080000042915344,4.165050029754639,9.363000869750977,L
2025-09-27T19:15:44.426,-0.7579500079154968,4.183950424194336,9.42495059967041,L
2025-09-27T19:15:44.426,-0.8040000200271606,4.198950290679932,9.498000144958496,L
2025-09-27T19:15:44.426,-0.8490000367164612,4.212000370025635,9.574050903320312,L
2025-09-27T19:15:44.426,-0.8790000677108765,4.231950283050537,9.661050796508789,L
2025-09-27T19:15:44.426,-0.8910000324249268,4.2430500984191895,10.288050651550293,L
2025-09-27T19:15:44.426,-0.8869500160217285,4.252950191497803,10.320000648498535,L
2025-09-27T19:15:44.426,-0.8760000467300415,4.2619500160217285,10.36500072479248,L
2025-09-27T19:15:44.426,-0.853950023651123,4.264050006866455,10.414050102233887,L
2025-09-27T19:15:44.426,-0.817050039768219,4.258950233459473,10.477950096130371,L
2025-09-27T19:15:44.426,-0.7669500112533569,4.249950408935547,10.552950859069824,L
2025-09-27T19:15:44.426,-0.7069500088691711,4.242000102996826,10.62600040435791,L
2025-09-27T19:15:44.426,-0.6370500326156616,4.234950065612793,10.693050384521484,L
2025-09-27T19:15:44.428,-0.5659500360488892,4.216950416564941,10.746000289916992,L
2025-09-27T19:15:44.428,-0.48600003123283386,4.195950031280518,10.80405044555664,L
2025-09-27T19:15:44.439,-0.39795002341270447,4.173000335693359,10.860000610351562,L
2025-09-27T19:15:44.439,-0.31200000643730164,4.146000385284424,10.921050071716309,L
2025-09-27T19:15:44.454,-0.23400001227855682,4.113000392913818,10.98900032043457,L
2025-09-27T19:15:44.454,-0.16395001113414764,4.069950103759766,11.058000564575195,L
2025-09-27T19:15:44.460,-0.10005000233650208,4.027050018310547,11.152050971984863,L
2025-09-27T19:15:44.460,-0.05595000088214874,3.976950168609619,11.82300090789795,L
2025-09-27T19:15:44.469,-0.027000000700354576,3.928950071334839,11.869050979614258,L
2025-09-27T19:15:44.469,-0.009000000543892384,3.8869502544403076,11.932950973510742,L
2025-09-27T19:15:44.481,-0.004950000438839197,3.8359501361846924,11.998950958251953,L
2025-09-27T19:15:44.482,-0.010950000956654549,3.790950298309326,12.073050498962402,L
2025-09-27T19:15:44.486,-0.032999999821186066,3.7450501918792725,12.1360502243042,L
2025-09-27T19:15:44.486,-0.07395000010728836,3.699000120162964,12.178950309753418,L
2025-09-27T19:15:44.497,-0.13095000386238098,3.655050277709961,12.183000564575195,L
2025-09-27T19:15:44.497,-0.20295001566410065,3.6090002059936523,12.154950141906738,L
2025-09-27T19:15:44.507,-0.283050000667572,3.576000213623047,12.093000411987305,L
2025-09-27T19:15:44.507,-0.36900001764297485,3.553950071334839,11.988000869750977,L
2025-09-27T19:15:44.518,-0.9640500545501709,3.5440502166748047,11.221050262451172,L
2025-09-27T19:15:44.518,-0.9889500737190247,3.5460002422332764,11.12700080871582,L
2025-09-27T19:15:44.528,-1.0180500745773315,3.5590500831604004,10.456050872802734,L
2025-09-27T19:15:44.528,-1.0459500551223755,3.589050054550171,10.363950729370117,L
2025-09-27T19:15:44.637,-1.075950026512146,3.6319501399993896,10.245000839233398,L
2025-09-27T19:15:44.637,-1.0990500450134277,3.682950258255005,9.433950424194336,L
2025-09-27T19:15:44.637,-1.1119500398635864,3.741000175476074,9.370950698852539,L
2025-09-27T19:15:44.637,-1.1209501028060913,3.7990500926971436,9.303000450134277,L
2025-09-27T19:15:44.637,-1.114050030708313,3.8590502738952637,9.244950294494629,L
2025-09-27T19:15:44.637,-1.0920000076293945,3.907050132751465,9.202950477600098,L
2025-09-27T19:15:44.637,-1.0579500198364258,3.9400501251220703,9.201000213623047,L
2025-09-27T19:15:44.637,-1.0140000581741333,3.95205020904541,9.249000549316406,L
2025-09-27T19:15:44.637,-0.9660000205039978,3.9379501342773438,9.349050521850586,L
2025-09-27T19:15:44.637,-0.909000039100647,3.910950183868408,10.162050247192383,L
2025-09-27T19:15:44.637,-0.8500500321388245,3.868950128555298,10.291950225830078,L
2025-09-27T19:15:44.637,-0.8010000586509705,3.813000202178955,11.23905086517334,L
2025-09-27T19:15:44.637,-0.7600500583648682,3.7380001544952393,11.382000923156738,L
2025-09-27T19:15:44.637,-0.7369500398635864,3.643050193786621,12.396000862121582,L
2025-09-27T19:15:44.637,-0.7260000109672546,3.016050100326538,12.532950401306152,L
2025-09-27T19:15:44.637,-0.7380000352859497,2.977950096130371,13.425000190734863,L
2025-09-27T19:15:44.637,-0.7690500617027283,2.9250001907348633,13.519950866699219,L
2025-09-27T19:15:44.637,-0.8209500312805176,2.868000030517578,13.62195110321045,L
2025-09-27T19:15:44.637,-0.8880000710487366,2.794950246810913,14.242950439453125,L
2025-09-27T19:15:44.637,-0.9660000205039978,2.722050189971924,14.245050430297852,L
2025-09-27T19:15:44.639,-1.0579500198364258,2.6520001888275146,14.21505069732666,L
2025-09-27T19:15:44.639,-1.6750500202178955,2.5849502086639404,14.143950462341309,L
2025-09-27T19:15:44.649,-1.7020500898361206,2.5219500064849854,14.02500057220459,L
2025-09-27T19:15:44.649,-1.738050103187561,2.4589500427246094,13.08495044708252,L
2025-09-27T19:15:44.673,-1.759950041770935,2.413950204849243,12.95205020904541,L
2025-09-27T19:15:44.673,-1.7740501165390015,2.3839499950408936,12.031050682067871,L
2025-09-27T19:15:44.673,-1.7670000791549683,2.3650500774383545,11.898000717163086,L
2025-09-27T19:15:44.673,-1.7400001287460327,2.353950023651123,10.978950500488281,L
2025-09-27T19:15:44.694,-1.7010000944137573,2.3580000400543213,10.852950096130371,L
2025-09-27T19:15:44.694,-1.636950135231018,2.3830502033233643,10.003950119018555,L
2025-09-27T19:15:44.694,-1.5559500455856323,2.4190502166748047,9.892050743103027,L
2025-09-27T19:15:44.694,-1.4640001058578491,2.4649500846862793,9.154950141906738,L
2025-09-27T19:15:44.708,-0.8100000619888306,2.5249500274658203,9.063000679016113,L
2025-09-27T19:15:44.708,-0.7770000100135803,2.5819501876831055,8.431050300598145,L
2025-09-27T19:15:44.721,-0.7300500273704529,2.6460001468658447,8.362950325012207,L
2025-09-27T19:15:44.721,-0.6790500283241272,2.7090001106262207,8.271000862121582,L
2025-09-27T19:15:44.721,-0.6250500082969666,2.7690000534057617,7.653000354766846,L
2025-09-27T19:15:44.721,-0.5700000524520874,2.824050188064575,7.6050004959106445,L
2025-09-27T19:15:44.797,-0.5220000147819519,2.8630502223968506,7.554000377655029,L
2025-09-27T19:15:44.797,-0.4759500324726105,2.8939502239227295,7.515000343322754,L
2025-09-27T19:15:44.800,-0.4350000321865082,2.9140501022338867,7.486950397491455,L
2025-09-27T19:15:44.800,-0.4020000100135803,2.9220001697540283,7.479000568389893,L
2025-09-27T19:15:44.800,-0.3730500042438507,2.914950132369995,7.492950439453125,L
2025-09-27T19:15:44.800,-0.35895001888275146,2.890050172805786,7.51800012588501,L
2025-09-27T19:15:44.800,-0.34995001554489136,2.8630502223968506,7.573050498962402,L
2025-09-27T19:15:44.800,-0.3439500033855438,2.824050188064575,7.651950359344482,L
2025-09-27T19:15:44.800,-0.34095001220703125,2.7840001583099365,7.756950378417969,L
2025-09-27T19:15:44.800,-0.3439500033855438,2.7370500564575195,8.497950553894043,L
2025-09-27T19:15:44.800,-0.35805001854896545,2.6760001182556152,8.560050010681152,L
2025-09-27T19:15:44.801,-0.3750000298023224,2.617950201034546,8.652000427246094,L
2025-09-27T19:15:44.801,-0.39705002307891846,2.557950019836426,9.312000274658203,L
2025-09-27T19:15:44.801,-0.4240500330924988,2.4910500049591064,9.379950523376465,L
2025-09-27T19:15:44.812,-0.45600003004074097,2.4280500411987305,9.468000411987305,L
2025-09-27T19:15:44.812,-0.4990500211715698,2.3580000400543213,9.564000129699707,L
2025-09-27T19:15:44.816,-0.5419500470161438,2.296950101852417,10.224000930786133,L
2025-09-27T19:15:44.816,-0.5820000171661377,2.2330501079559326,10.269000053405762,L
2025-09-27T19:15:44.834,-0.62295001745224,2.182950019836426,10.318050384521484,L
2025-09-27T19:15:44.834,-0.6649500131607056,2.139000177383423,10.360950469970703,L
2025-09-27T19:15:44.840,-0.7030500173568726,2.1030001640319824,10.387950897216797,L
2025-09-27T19:15:44.840,-0.7320000529289246,2.0779500007629395,10.396050453186035,L
