timestamp,sensor,x,y,z,LR
2025-09-27T19:04:56.617,acc,1.1929500102996826,8.866950035095215,5.839950084686279,L
2025-09-27T19:04:56.618,acc,1.2109500169754028,8.833050727844238,5.793000221252441,L
2025-09-27T19:04:56.722,acc,1.2160500288009644,8.800050735473633,5.731050491333008,L
2025-09-27T19:04:56.722,acc,1.1980500221252441,8.772000312805176,5.64300012588501,L
2025-09-27T19:04:56.722,acc,1.1569499969482422,8.754000663757324,5.034000396728516,L
2025-09-27T19:04:56.722,acc,1.0870500802993774,8.736000061035156,4.975950241088867,L
2025-09-27T19:04:56.722,acc,0.999000072479248,8.728050231933594,4.89900016784668,L
2025-09-27T19:04:56.722,acc,0.3840000033378601,8.719950675964355,4.801950454711914,L
2025-09-27T19:04:56.722,acc,0.3340500295162201,8.721000671386719,4.159950256347656,L
2025-09-27T19:04:56.722,acc,0.27105000615119934,8.734050750732422,4.125,L
2025-09-27T19:04:56.722,acc,0.19500000774860382,8.754000663757324,4.087049961090088,L
2025-09-27T19:04:56.722,acc,0.11505000293254852,8.794050216674805,4.051050186157227,L
2025-09-27T19:04:56.722,acc,0.027000000700354576,8.839950561523438,4.018050193786621,L
2025-09-27T19:04:56.722,acc,-0.5989500284194946,8.898000717163086,3.9930002689361572,L
2025-09-27T19:04:56.723,acc,-0.6270000338554382,8.974950790405273,3.967050075531006,L
2025-09-27T19:04:56.723,acc,-0.6769500374794006,9.055950164794922,3.9370501041412354,L
2025-09-27T19:04:56.723,acc,-0.736050009727478,9.144000053405762,3.901050090789795,L
2025-09-27T19:04:56.723,acc,-0.8059500455856323,9.784950256347656,3.8520002365112305,L
2025-09-27T19:04:56.723,acc,-0.8940000534057617,9.829050064086914,3.7980000972747803,L
2025-09-27T19:04:56.723,acc,-1.5400500297546387,9.8899507522583,3.733950138092041,L
2025-09-27T19:04:56.723,acc,-1.5979501008987427,9.967950820922852,3.6640501022338867,L
2025-09-27T19:04:56.723,acc,-1.6669501066207886,10.063950538635254,3.601950168609619,L
2025-09-27T19:04:56.728,acc,-1.738050103187561,10.69800090789795,3.5430002212524414,L
2025-09-27T19:04:56.728,acc,-1.8049501180648804,10.744050979614258,3.4990501403808594,L
2025-09-27T19:04:56.762,acc,-1.8690000772476196,10.803000450134277,3.4770002365112305,L
2025-09-27T19:04:56.762,acc,-1.9200000762939453,10.869000434875488,3.4770002365112305,L
2025-09-27T19:04:56.762,acc,-1.9360500574111938,10.945950508117676,3.5119502544403076,L
2025-09-27T19:04:56.762,acc,-1.9180500507354736,11.020050048828125,3.5869500637054443,L
2025-09-27T19:04:56.762,acc,-1.8739501237869263,11.101950645446777,3.705000162124634,L
2025-09-27T19:04:56.762,acc,-1.7899501323699951,11.176050186157227,4.552950382232666,L
2025-09-27T19:04:56.768,acc,-1.683000087738037,11.2339506149292,4.6459503173828125,L
2025-09-27T19:04:56.768,acc,-0.909000039100647,11.289000511169434,5.314050197601318,L
2025-09-27T19:04:56.779,acc,-0.8359500169754028,11.325000762939453,5.407050132751465,L
2025-09-27T19:04:56.780,acc,-0.7330500483512878,11.33595085144043,6.033000469207764,L
2025-09-27T19:04:56.794,acc,-0.05505000427365303,11.326050758361816,6.12600040435791,L
2025-09-27T19:04:56.794,acc,0.0,11.293050765991211,6.235050201416016,L
2025-09-27T19:04:56.799,acc,0.07095000147819519,11.236950874328613,7.0159502029418945,L
2025-09-27T19:04:56.799,acc,0.1489500105381012,11.158050537109375,7.0849504470825195,L
2025-09-27T19:04:56.809,acc,0.22095000743865967,11.058000564575195,7.173000335693359,L
2025-09-27T19:04:56.809,acc,0.283050000667572,10.321950912475586,7.261950492858887,L
2025-09-27T19:04:56.819,acc,0.33195000886917114,10.252050399780273,7.348950386047363,L
2025-09-27T19:04:56.819,acc,0.3840000033378601,10.162050247192383,7.954950332641602,L
2025-09-27T19:04:56.831,acc,0.42900002002716064,9.531000137329102,7.975050449371338,L
2025-09-27T19:04:56.831,acc,0.46695002913475037,9.471000671386719,7.98900032043457,L
2025-09-27T19:04:56.846,acc,0.49800002574920654,9.388050079345703,8.002050399780273,L
2025-09-27T19:04:56.846,acc,0.51705002784729,9.283950805664062,8.004000663757324,L
2025-09-27T19:04:56.860,acc,0.5290500521659851,8.57295036315918,7.993950366973877,L
2025-09-27T19:04:56.860,acc,0.5329500436782837,8.520000457763672,7.957950592041016,L
2025-09-27T19:04:56.860,acc,0.5220000147819519,8.447999954223633,7.896000385284424,L
2025-09-27T19:04:56.860,acc,0.5020500421524048,8.365050315856934,7.801050186157227,L
2025-09-27T19:04:56.933,acc,0.4639500081539154,8.272050857543945,7.083000183105469,L
2025-09-27T19:04:56.933,acc,0.41805002093315125,7.657050132751465,6.996000289916992,L
2025-09-27T19:04:56.933,acc,0.364050030708313,7.630050182342529,6.336000442504883,L
2025-09-27T19:04:56.933,acc,0.2989500164985657,7.591950416564941,6.235050201416016,L
2025-09-27T19:04:56.933,acc,0.23100000619888306,7.552050590515137,5.514000415802002,L
2025-09-27T19:04:56.933,acc,0.15000000596046448,7.504950523376465,5.4120001792907715,L
2025-09-27T19:04:56.933,acc,0.0690000057220459,7.462950229644775,4.773000240325928,L
2025-09-27T19:04:56.933,acc,-0.00795000046491623,7.420050144195557,4.693050384521484,L
2025-09-27T19:04:56.934,acc,-0.08100000023841858,7.380000114440918,4.593000411987305,L
2025-09-27T19:04:56.934,acc,-0.15405000746250153,7.34505033493042,3.8970000743865967,L
2025-09-27T19:04:56.934,acc,-0.22995001077651978,7.311000347137451,3.8400001525878906,L
2025-09-27T19:04:56.934,acc,-0.2939999997615814,7.288950443267822,3.775050163269043,L
2025-09-27T19:04:56.934,acc,-0.36000001430511475,7.27500057220459,3.702000141143799,L
2025-09-27T19:04:56.934,acc,-0.42900002002716064,7.267050266265869,3.6280500888824463,L
2025-09-27T19:04:56.943,acc,-0.49695003032684326,7.260000228881836,3.544950246810913,L
2025-09-27T19:04:56.943,acc,-0.5710500478744507,7.255050182342529,3.457050085067749,L
2025-09-27T19:04:56.948,acc,-0.6409500241279602,7.264050483703613,3.3829500675201416,L
2025-09-27T19:04:56.948,acc,-0.6990000605583191,7.281000137329102,3.325050115585327,L
2025-09-27T19:04:56.963,acc,-0.7480500340461731,7.303950309753418,3.283950090408325,L
2025-09-27T19:04:56.963,acc,-0.7780500650405884,7.33305025100708,3.2629501819610596,L
2025-09-27T19:04:56.971,acc,-0.8029500246047974,7.368000507354736,3.258000135421753,L
2025-09-27T19:04:56.971,acc,-0.7999500632286072,7.408950328826904,3.2850000858306885,L
2025-09-27T19:04:56.978,acc,-0.7840500473976135,7.4509501457214355,3.3349502086639404,L
2025-09-27T19:04:56.978,acc,-0.7450500130653381,7.492950439453125,3.406050205230713,L
2025-09-27T19:04:56.990,acc,-0.6919500231742859,7.537050247192383,3.501000165939331,L
2025-09-27T19:04:56.990,acc,-0.6240000128746033,7.578000545501709,4.164000034332275,L
2025-09-27T19:04:56.998,acc,-0.5460000038146973,7.630050182342529,4.2210001945495605,L
2025-09-27T19:04:56.998,acc,-0.4630500078201294,7.678950309753418,4.288949966430664,L
2025-09-27T19:04:57.101,acc,-0.3859500288963318,7.719000339508057,4.369050025939941,L
2025-09-27T19:04:57.102,acc,-0.3060000240802765,7.7560505867004395,4.459050178527832,L
2025-09-27T19:04:57.102,acc,-0.23295001685619354,7.783950328826904,4.543950080871582,L
2025-09-27T19:04:57.102,acc,-0.1579500138759613,7.81095027923584,5.212950229644775,L
2025-09-27T19:04:57.102,acc,-0.08100000023841858,7.82895040512085,5.251950263977051,L
2025-09-27T19:04:57.102,acc,-0.010050000622868538,7.836000442504883,5.305050373077393,L
2025-09-27T19:04:57.102,acc,0.05295000225305557,7.8349504470825195,5.36400032043457,L
2025-09-27T19:04:57.102,acc,0.10605000704526901,7.815000534057617,5.425050258636475,L
2025-09-27T19:04:57.102,acc,0.16500000655651093,7.792050361633301,5.494950294494629,L
2025-09-27T19:04:57.102,acc,0.21900001168251038,7.770000457763672,5.563050270080566,L
2025-09-27T19:04:57.102,acc,0.2659500241279602,7.735950469970703,5.628000259399414,L
2025-09-27T19:04:57.102,acc,0.31005001068115234,7.704000473022461,5.680050373077393,L
2025-09-27T19:04:57.102,acc,0.34095001220703125,7.672050476074219,5.716050148010254,L
