timestamp_iso,t_rel_s,sensor,valor,unidad
2025-09-06T17:34:51.359407,7.000166416168213,gyro:z,0.18209610879421234,rad/s
2025-09-06T17:34:52.356340,7.9970996379852295,accel:y,0.2785414755344391,m/s²
2025-09-06T17:34:52.356340,7.9970996379852295,accel:x,0.21261803805828094,m/s²
2025-09-06T17:34:52.356340,7.9970996379852295,accel:z,-0.016138911247253418,m/s²
2025-09-06T17:34:52.356340,7.9970996379852295,gps:latitude,3.4015650451536716,°
2025-09-06T17:34:52.356340,7.9970996379852295,gps:longitude,-76.54746409419062,°
2025-09-06T17:34:52.356340,7.9970996379852295,gyro:y,-0.7910933494567871,rad/s
2025-09-06T17:34:52.356340,7.9970996379852295,gyro:x,-0.268710732460022,rad/s
2025-09-06T17:34:52.356340,7.9970996379852295,gyro:z,-0.9850677847862244,rad/s
2025-09-06T17:34:53.360076,9.00083613395691,accel:y,-0.0031386613845825195,m/s²
2025-09-06T17:34:53.360076,9.00083613395691,accel:x,0.0025032078847289085,m/s²
2025-09-06T17:34:53.360076,9.00083613395691,accel:z,-0.0016633272171020508,m/s²
2025-09-06T17:34:53.360076,9.00083613395691,gps:latitude,3.4015673208468375,°
2025-09-06T17:34:53.360076,9.00083613395691,gps:longitude,-76.54746404827306,°
2025-09-06T17:34:53.360076,9.00083613395691,gyro:y,-0.004272065591067076,rad/s
2025-09-06T17:34:53.360076,9.00083613395691,gyro:x,-4.142662510275841e-05,rad/s
2025-09-06T17:34:53.360076,9.00083613395691,gyro:z,0.0010304867755621672,rad/s
2025-09-06T17:34:54.359738,10.000497579574585,accel:y,-0.001906977966427803,m/s²
2025-09-06T17:34:54.359738,10.000497579574585,accel:x,0.0005579125136137009,m/s²
2025-09-06T17:34:54.359738,10.000497579574585,accel:z,-0.0021897554397583008,m/s²
2025-09-06T17:34:54.359738,10.000497579574585,gps:latitude,3.4015673208468375,°
2025-09-06T17:34:54.359738,10.000497579574585,gps:longitude,-76.54746404827306,°
2025-09-06T17:34:54.359738,10.000497579574585,gyro:y,0.0009382474236190319,rad/s
2025-09-06T17:34:54.359738,10.000497579574585,gyro:x,0.0010283567244186997,rad/s
2025-09-06T17:34:54.359738,10.000497579574585,gyro:z,0.0007192713674157858,rad/s
