timestamp,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,LR
2025-09-27T02:52:22.049,-0.06520253419876099,-0.02217918634414673,-0.02636653184890747,-0.19359190762043,-0.6026054620742798,-0.9274125695228577,R
2025-09-27T02:52:22.070,-0.08216232061386108,-0.03846210241317749,0.0018874406814575195,-0.4712755084037781,-0.8269557952880859,-1.110567569732666,R
2025-09-27T02:52:22.085,-0.08216232061386108,-0.03846210241317749,0.0018874406814575195,-0.4712755084037781,-0.8269557952880859,-1.110567569732666,R
2025-09-27T02:52:22.102,-0.06474493443965912,-0.0565987229347229,-0.016971170902252197,-0.6678153276443481,-0.8295417428016663,-1.1773041486740112,R
2025-09-27T02:52:22.119,-0.09935133159160614,-0.040151774883270264,-0.14156049489974976,-0.7842608690261841,-0.8214533925056458,-1.2474949359893799,R
2025-09-27T02:52:22.135,-0.09935133159160614,-0.040151774883270264,-0.14156049489974976,-0.7842608690261841,-0.8214533925056458,-1.2474949359893799,R
2025-09-27T02:52:22.150,-0.13038486242294312,-0.025600552558898926,-0.19545745849609375,-0.5808421969413757,-0.7948068380355835,-1.2959210872650146,R
2025-09-27T02:52:22.166,-0.14258405566215515,0.021567195653915405,-0.26072871685028076,-0.23380441963672638,-0.7321803569793701,-1.3564788103103638,R
2025-09-27T02:52:22.186,-0.12038548290729523,0.04529932141304016,-0.24399423599243164,0.06592926383018494,-0.6327382922172546,-1.3733232021331787,R
2025-09-27T02:52:22.202,-0.02152286097407341,0.08808663487434387,-0.05792844295501709,0.15901817381381989,-0.523857831954956,-1.1913883686065674,R
2025-09-27T02:52:22.219,0.020653333514928818,0.06622388958930969,0.025963127613067627,0.07091066986322403,-0.6487461924552917,-1.0322694778442383,R
2025-09-27T02:52:22.232,0.008110158145427704,0.05123874545097351,0.03281921148300171,0.020794207230210304,-0.8069160580635071,-0.8869789242744446,R
2025-09-27T02:52:22.253,-0.15125517547130585,0.02810913324356079,-0.02226710319519043,0.09712234884500504,-0.9690441489219666,-0.9199978113174438,R
2025-09-27T02:52:22.268,-0.15125517547130585,0.02810913324356079,-0.02226710319519043,0.09712234884500504,-0.9690441489219666,-0.9199978113174438,R
2025-09-27T02:52:22.286,-0.18246318399906158,0.0027181804180145264,-0.017397165298461914,0.06377905607223511,-0.6825892925262451,-1.0706286430358887,R
2025-09-27T02:52:22.302,-0.18246318399906158,0.0027181804180145264,-0.017397165298461914,0.06377905607223511,-0.6825892925262451,-1.0706286430358887,R
2025-09-27T02:52:22.319,-0.14709734916687012,0.017652928829193115,0.024007320404052734,-0.018482156097888947,-0.42263728380203247,-1.0675458908081055,R
2025-09-27T02:52:22.334,-0.12685227394104004,0.023609668016433716,0.04949420690536499,-0.0675429105758667,-0.23752708733081818,-1.0244916677474976,R
2025-09-27T02:52:22.350,-0.06536304205656052,0.018546581268310547,0.10243779420852661,0.14251695573329926,-0.24571935832500458,-0.9168350696563721,R
2025-09-27T02:52:22.369,-0.02605319768190384,0.004956603050231934,0.15672552585601807,0.26736873388290405,-0.3776753544807434,-0.8417450785636902,R
2025-09-27T02:52:22.385,-0.021540623158216476,-0.0027718544006347656,0.18370378017425537,0.32648372650146484,-0.5270962715148926,-0.7615975141525269,R
2025-09-27T02:52:22.402,-0.04070758819580078,-0.029752910137176514,0.20359903573989868,0.3301908075809479,-0.6147887706756592,-0.7202349901199341,R
2025-09-27T02:52:22.419,-0.05795739218592644,-0.04164189100265503,0.20359939336776733,0.2774744927883148,-0.6617594361305237,-0.7325198650360107,R
2025-09-27T02:52:22.435,-0.09062092006206512,-0.0677638053894043,0.17856627702713013,0.1931212842464447,-0.6726065874099731,-0.7722526788711548,R
2025-09-27T02:52:22.452,-0.10015390813350677,-0.07495588064193726,0.14827483892440796,0.14754793047904968,-0.6346275210380554,-0.8060060739517212,R
2025-09-27T02:52:22.469,-0.11333362758159637,-0.07712727785110474,0.08138161897659302,0.17934547364711761,-0.5888537168502808,-0.8327299952507019,R
2025-09-27T02:52:22.486,-0.1174619197845459,-0.07381272315979004,0.06363338232040405,0.22803956270217896,-0.5589295029640198,-0.8615544438362122,R
2025-09-27T02:52:22.502,-0.11360909789800644,-0.07349240779876709,0.06523627042770386,0.15283508598804474,-0.43122926354408264,-0.8921660780906677,R
2025-09-27T02:52:22.519,-0.11585811525583267,-0.05799686908721924,0.055029332637786865,0.11441945284605026,-0.3416777551174164,-0.8892311453819275,R
2025-09-27T02:52:22.534,-0.10891325771808624,-0.05292445421218872,0.04443734884262085,0.1241799145936966,-0.2890547215938568,-0.8671334385871887,R
2025-09-27T02:52:22.552,-0.0876099169254303,-0.04672038555145264,0.03187763690948486,0.1704997718334198,-0.2632569968700409,-0.8307830095291138,R
2025-09-27T02:52:22.569,-0.07134602963924408,-0.04442781209945679,0.02288949489593506,0.240833580493927,-0.23116350173950195,-0.7590611577033997,R
2025-09-27T02:52:22.584,-0.044005636125802994,-0.0334010124206543,0.010165750980377197,0.32789549231529236,-0.18719491362571716,-0.6537959575653076,R
2025-09-27T02:52:22.602,-0.04017209634184837,-0.03240787982940674,0.0075539350509643555,0.40026310086250305,-0.16305291652679443,-0.529912531375885,R
2025-09-27T02:52:22.619,-0.04387133941054344,-0.04299801588058472,0.01323014497756958,0.4644250273704529,-0.16629797220230103,-0.4148661494255066,R
2025-09-27T02:52:22.635,-0.05502265691757202,-0.05085122585296631,0.011633753776550293,0.5237700939178467,-0.21782241761684418,-0.32764098048210144,R
2025-09-27T02:52:22.652,-0.08906243741512299,-0.0732189416885376,0.0039566755294799805,0.6077525019645691,-0.4779718220233917,-0.2649655342102051,R
2025-09-27T02:52:22.669,-0.08595357090234756,-0.07745546102523804,-0.04046076536178589,0.5640920996665955,-0.40080878138542175,-0.2928670048713684,R
2025-09-27T02:52:22.684,-0.08595357090234756,-0.07745546102523804,-0.04046076536178589,0.5640920996665955,-0.40080878138542175,-0.2928670048713684,R
2025-09-27T02:52:22.703,-0.05035407841205597,-0.0815894603729248,-0.03961038589477539,0.24664977192878723,-0.03963315486907959,-0.2736535966396332,R
2025-09-27T02:52:22.719,-0.05035407841205597,-0.0815894603729248,-0.03961038589477539,0.24664977192878723,-0.03963315486907959,-0.2736535966396332,R
2025-09-27T02:52:22.736,-0.02860281988978386,-0.10801631212234497,-0.009970784187316895,-0.015379607677459717,-0.003908430226147175,-0.25730082392692566,R
2025-09-27T02:52:22.752,-0.0478641502559185,-0.1139448881149292,0.0014250874519348145,-0.29703471064567566,-0.23760613799095154,-0.29611530900001526,R
2025-09-27T02:52:22.769,-0.16984683275222778,-0.11223465204238892,-0.05425006151199341,-0.5060176849365234,-0.6369171738624573,-0.44934430718421936,R
2025-09-27T02:52:22.785,-0.2149025797843933,-0.11407774686813354,-0.12576651573181152,-0.5412524342536926,-0.9777122735977173,-0.6935626268386841,R
2025-09-27T02:52:22.802,-0.1798294335603714,-0.011444509029388428,-0.3090555667877197,-0.3481748700141907,-0.7373092174530029,-1.074702262878418,R
2025-09-27T02:52:22.819,-0.07460038363933563,0.0914607048034668,-0.28341472148895264,-0.270399808883667,-0.17721065878868103,-1.1074576377868652,R
