timestamp,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
2025-09-27T00:29:11.935,-0.03239824250340462,0.016128450632095337,0.07488083839416504,0.7573317289352417,-0.201738178730011,-0.4528830349445343
2025-09-27T00:29:11.956,0.046015214174985886,0.027759432792663574,0.00791841745376587,0.5273770093917847,-0.3101595640182495,-0.6265546083450317
2025-09-27T00:29:11.971,0.059724804013967514,0.05260807275772095,-0.030436038970947266,0.49991849064826965,-0.27965331077575684,-0.5392905473709106
2025-09-27T00:29:11.988,0.018651824444532394,0.042079389095306396,-0.023464739322662354,0.4178330898284912,-0.29925721883773804,-0.4714696407318115
2025-09-27T00:29:12.005,-0.0021060442086309195,-0.013176828622817993,-0.029456615447998047,0.33011892437934875,-0.23826006054878235,-0.4550113379955292
2025-09-27T00:29:12.021,-0.1363920420408249,0.013872087001800537,-0.07196301221847534,0.18857166171073914,-0.25649961829185486,-0.7121964693069458
2025-09-27T00:29:12.038,-0.1518644392490387,0.020416200160980225,-0.07412320375442505,0.12658099830150604,-0.04923272505402565,-0.8993573188781738
2025-09-27T00:29:12.055,-0.09154210239648819,0.07124826312065125,-0.07452106475830078,0.18835392594337463,0.38678833842277527,-0.9671462774276733
2025-09-27T00:29:12.071,-0.09154210239648819,0.07124826312065125,-0.07452106475830078,0.18835392594337463,0.38678833842277527,-0.9671462774276733
2025-09-27T00:29:12.088,-0.04182455316185951,0.15596318244934082,0.04915851354598999,0.1314644068479538,0.21711277961730957,-0.9565178751945496
2025-09-27T00:29:12.105,-0.032417647540569305,0.11675062775611877,0.08345764875411987,0.15858983993530273,-0.02963712438941002,-1.007845401763916
2025-09-27T00:29:12.121,-0.032417647540569305,0.11675062775611877,0.08345764875411987,0.15858983993530273,-0.02963712438941002,-1.007845401763916
2025-09-27T00:29:12.138,-0.04517529532313347,0.10497382283210754,0.10866332054138184,0.16098906099796295,-0.20682458579540253,-1.0995525121688843
2025-09-27T00:29:12.152,0.010281458497047424,0.06993716955184937,0.15078669786453247,0.09839560836553574,-0.34465906023979187,-1.1119170188903809
2025-09-27T00:29:12.172,0.06909382343292236,0.03685098886489868,0.07088321447372437,0.047295667231082916,-0.5865734219551086,-0.8999506831169128
2025-09-27T00:29:12.186,0.06909382343292236,0.03685098886489868,0.07088321447372437,0.047295667231082916,-0.5865734219551086,-0.8999506831169128
2025-09-27T00:29:12.202,0.06719706952571869,0.026257306337356567,0.03308272361755371,0.11153141409158707,-0.6022607088088989,-0.78803551197052
2025-09-27T00:29:12.222,0.06624878942966461,-0.12635594606399536,-0.0831652283668518,0.5063835978507996,-0.850450336933136,-0.5662696361541748
2025-09-27T00:29:12.238,0.06624878942966461,-0.12635594606399536,-0.0831652283668518,0.5063835978507996,-0.850450336933136,-0.5662696361541748
2025-09-27T00:29:12.255,0.04665041342377663,-0.1582970917224884,-0.07321810722351074,0.6059067249298096,-1.0226414203643799,-0.6420212388038635
2025-09-27T00:29:12.271,0.01754896342754364,-0.22744569182395935,-0.01936548948287964,0.4491155445575714,-1.3769018650054932,-0.9333531260490417
2025-09-27T00:29:12.285,0.01754896342754364,-0.22744569182395935,-0.01936548948287964,0.4491155445575714,-1.3769018650054932,-0.9333531260490417
2025-09-27T00:29:12.303,-0.002172691747546196,-0.1949107050895691,-0.0811416506767273,0.2773483991622925,-1.3196722269058228,-1.065555214881897
2025-09-27T00:29:12.322,-0.01734001375734806,-0.14873039722442627,-0.13582277297973633,0.19390131533145905,-1.1116863489151,-1.1878947019577026
2025-09-27T00:29:12.338,-0.01734001375734806,-0.14873039722442627,-0.13582277297973633,0.19390131533145905,-1.1116863489151,-1.1878947019577026
2025-09-27T00:29:12.352,-0.01601298898458481,-0.05582672357559204,-0.22960293292999268,0.2802729606628418,-0.6104432344436646,-1.3163330554962158
2025-09-27T00:29:12.369,0.03276088088750839,0.031430065631866455,-0.08551305532455444,0.2453593611717224,-0.3739874064922333,-1.2229102849960327
2025-09-27T00:29:12.389,0.03271593153476715,0.024590492248535156,0.03317469358444214,0.08419319987297058,-0.5838980674743652,-1.1806504726409912
2025-09-27T00:29:12.402,0.03271593153476715,0.024590492248535156,0.03317469358444214,0.08419319987297058,-0.5838980674743652,-1.1806504726409912
2025-09-27T00:29:12.420,-0.01383262313902378,0.037236034870147705,-0.04480987787246704,0.12344798445701599,-0.7185376882553101,-1.1873770952224731
2025-09-27T00:29:12.438,-0.026772096753120422,0.06195831298828125,-0.10763418674468994,0.25303080677986145,-0.6573027968406677,-1.1744383573532104
2025-09-27T00:29:12.454,-0.026772096753120422,0.06195831298828125,-0.10763418674468994,0.25303080677986145,-0.6573027968406677,-1.1744383573532104
2025-09-27T00:29:12.472,0.06636355817317963,0.08944076299667358,0.049915432929992676,0.11432991921901703,-0.05826563388109207,-0.7876731157302856
